"","Curso","Turno","Ensino médio","Opinião","Renda","Nota ENEM","IAA"
"9182","Química","Noturno","Somente em pública","Satisfeito",2.31,659,5.765
"9183","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.09,295,2.986
"9184","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.12,364,3.739
"9185","Química","Noturno","Somente em pública","Muito satisfeito",1.04,277,3.404
"9186","Química","Integral","Somente em pública","Insatisfeito",2.4,542,5.247
"9187","Química","Noturno","Somente em pública","Satisfeito",1.59,709,5.984
"9188","Civil","Noturno","Somente em pública","Muito satisfeito",1.08,379,3.357
"9189","Computação","Noturno","Somente em pública","Muito satisfeito",1.06,403,3.976
"9190","Produção","Integral","Somente em pública","Muito satisfeito",1.21,608,4.918
"9191","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.38,430,4.541
"9192","Mecânica","Diurno","Somente em pública","Indiferente",1.43,607,5.782
"9193","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,358,3.429
"9194","Química","Noturno","Somente em pública","Muito satisfeito",1.18,310,3.343
"9195","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.1,410,4.782
"9196","Química","Noturno","Somente em pública","Muito satisfeito",1.56,598,5.192
"9197","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.05,505,5.035
"9198","Mecânica","Noturno","Somente em pública","Indiferente",1.43,344,3.485
"9199","Computação","Noturno","Somente em particular","Muito satisfeito",1.01,284,3.279
"9200","Computação","Noturno","Somente em particular","Muito satisfeito",1.02,353,3.816
"9201","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,280,3.409
"9202","Elétrica","Noturno","Somente em pública","Muito satisfeito",1,296,3.218
"9203","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.13,569,5.351
"9204","Produção","Integral","Maior parte em particular","Insatisfeito",3.81,740,6.031
"9205","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.31,778,6.361
"9206","Mecânica","Integral","Maior parte em pública","Insatisfeito",2.79,739,6.223
"9207","Computação","Noturno","Somente em pública","Muito satisfeito",1.15,445,4.377
"9208","Química","Diurno","Somente em pública","Satisfeito",1.22,727,5.938
"9209","Química","Integral","Maior parte em particular","Insatisfeito",2.48,688,6.073
"9210","Mecânica","Integral","Somente em pública","Insatisfeito",2.16,635,5.545
"9211","Mecânica","Integral","Maior parte em pública","Insatisfeito",3.28,524,4.57
"9212","Mecânica","Integral","Somente em pública","Insatisfeito",1.35,511,4.843
"9213","Produção","Diurno","Somente em pública","Indiferente",3.07,656,5.458
"9214","Produção","Noturno","Somente em pública","Satisfeito",1.04,463,4.628
"9215","Produção","Noturno","Somente em pública","Muito satisfeito",1.05,413,4.7
"9216","Química","Diurno","Somente em pública","Indiferente",2.68,497,4.7
"9217","Computação","Noturno","Somente em pública","Satisfeito",1.01,340,3.536
"9218","Química","Noturno","Somente em pública","Satisfeito",1.76,674,5.605
"9219","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",5.78,830,6.652
"9220","Mecânica","Integral","Maior parte em particular","Insatisfeito",3.54,976,7.681
"9221","Civil","Integral","Maior parte em particular","Indiferente",2.04,488,4.595
"9222","Química","Noturno","Somente em pública","Muito satisfeito",1.12,526,4.773
"9223","Química","Integral","Somente em pública","Muito insatisfeito",5,551,4.606
"9224","Mecânica","Integral","Maior parte em particular","Insatisfeito",3.97,764,6.129
"9225","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,23,1.581
"9226","Produção","Diurno","Maior parte em particular","Indiferente",1.9,682,5.884
"9227","Química","Integral","Maior parte em particular","Insatisfeito",2.19,617,5.467
"9228","Produção","Diurno","Somente em pública","Satisfeito",1.4,616,5.714
"9229","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.04,317,3.539
"9230","Química","Noturno","Somente em pública","Satisfeito",1.76,508,4.512
"9231","Química","Diurno","Maior parte em pública","Indiferente",1.21,656,5.627
"9232","Produção","Diurno","Somente em pública","Satisfeito",1.51,437,4.7
"9233","Produção","Integral","Maior parte em pública","Insatisfeito",1.93,454,4.494
"9234","Química","Noturno","Somente em particular","Muito satisfeito",1.04,379,3.852
"9235","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.28,628,5.608
"9236","Civil","Noturno","Somente em particular","Muito satisfeito",1.01,371,3.61
"9237","Produção","Diurno","Somente em pública","Insatisfeito",2.94,700,6.069
"9238","Computação","Noturno","Somente em pública","Muito satisfeito",1.15,212,2.648
"9239","Mecânica","Diurno","Somente em pública","Satisfeito",1.66,502,4.653
"9240","Química","Noturno","Somente em pública","Muito satisfeito",1.03,484,4.791
"9241","Computação","Integral","Somente em pública","Insatisfeito",3.24,752,6.315
"9242","Química","Diurno","Somente em pública","Satisfeito",1.41,535,4.73
"9243","Produção","Integral","Maior parte em particular","Insatisfeito",1.7,556,5.066
"9244","Produção","Diurno","Somente em pública","Satisfeito",1.65,533,4.778
"9245","Química","Integral","Maior parte em pública","Muito insatisfeito",3.92,707,6.16
"9246","Química","Diurno","Somente em pública","Insatisfeito",2.31,761,6.327
"9247","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.07,284,2.922
"9248","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.37,730,5.869
"9249","Química","Noturno","Somente em pública","Muito satisfeito",1.01,235,3.206
"9250","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.62,451,4.723
"9251","Civil","Diurno","Somente em pública","Satisfeito",1.28,589,5.888
"9252","Mecânica","Integral","Somente em pública","Indiferente",2.05,592,5.117
"9253","Produção","Integral","Somente em pública","Indiferente",1.61,610,5.452
"9254","Produção","Diurno","Somente em pública","Indiferente",1.76,491,4.432
"9255","Computação","Diurno","Somente em pública","Satisfeito",1.43,532,4.929
"9256","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.12,443,3.557
"9257","Mecânica","Integral","Somente em pública","Indiferente",1.9,641,5.714
"9258","Produção","Diurno","Somente em pública","Indiferente",1.64,664,6.051
"9259","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.58,653,5.869
"9260","Elétrica","Noturno","Somente em pública","Muito satisfeito",1,398,4.005
"9261","Elétrica","Diurno","Somente em pública","Satisfeito",2.24,319,3.162
"9262","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",1.93,568,5.152
"9263","Produção","Diurno","Somente em pública","Satisfeito",1.61,569,5.357
"9264","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,18,1.393
"9265","Química","Diurno","Maior parte em particular","Satisfeito",1.14,440,4.292
"9266","Civil","Noturno","Somente em particular","Muito satisfeito",1,289,3.334
"9267","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.68,554,5.158
"9268","Química","Diurno","Somente em pública","Satisfeito",1.52,506,4.62
"9269","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.65,691,5.451
"9270","Química","Noturno","Somente em pública","Satisfeito",1.17,434,3.853
"9271","Civil","Noturno","Somente em pública","Satisfeito",1.66,455,4.153
"9272","Elétrica","Diurno","Somente em pública","Satisfeito",1.23,349,3.521
"9273","Civil","Diurno","Somente em pública","Muito satisfeito",1.08,511,4.708
"9274","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.04,560,5
"9275","Computação","Diurno","Somente em pública","Muito satisfeito",1.16,301,3.681
"9276","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.12,301,3.739
"9277","Mecânica","Integral","Maior parte em particular","Insatisfeito",2.66,757,6.565
"9278","Química","Diurno","Somente em pública","Satisfeito",1.5,458,4.639
"9279","Elétrica","Diurno","Somente em pública","Insatisfeito",2.32,457,4.871
"9280","Elétrica","Noturno","Maior parte em particular","Muito satisfeito",1.04,500,4.711
"9281","Química","Integral","Maior parte em pública","Indiferente",1.81,529,5.01
"9282","Civil","Integral","Somente em pública","Indiferente",1.49,463,4.523
"9283","Computação","Noturno","Somente em pública","Muito satisfeito",1.04,505,4.861
"9284","Civil","Noturno","Somente em pública","Muito satisfeito",1.01,281,3.162
"9285","Civil","Diurno","Maior parte em particular","Muito satisfeito",1.19,269,3.493
"9286","Química","Diurno","Somente em pública","Satisfeito",1.54,431,4.03
"9287","Química","Integral","Maior parte em particular","Insatisfeito",4.41,613,5.512
"9288","Computação","Diurno",NA,"Muito satisfeito",1.19,401,3.869
"9289","Mecânica","Diurno","Somente em pública","Satisfeito",1.29,245,2.847
"9290","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.2,502,4.758
"9291","Produção","Diurno","Somente em pública","Satisfeito",1.54,452,3.915
"9292","Elétrica","Integral","Maior parte em particular","Insatisfeito",2.15,811,6.595
"9293","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,296,3.186
"9294","Produção","Diurno","Somente em pública","Satisfeito",1.31,466,4.667
"9295","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.04,424,4.3
"9296","Produção","Integral","Maior parte em pública","Insatisfeito",2.18,616,5.135
"9297","Química","Noturno","Somente em pública","Muito satisfeito",1.11,397,3.862
"9298","Civil","Diurno","Somente em pública","Satisfeito",1.59,590,5.444
"9299","Elétrica","Diurno","Somente em pública","Satisfeito",1.71,605,5.539
"9300","Computação","Diurno","Somente em pública","Satisfeito",1.17,529,4.872
"9301","Computação","Noturno","Somente em particular","Muito satisfeito",1.05,220,2.732
"9302","Civil","Noturno","Somente em pública","Muito satisfeito",1.48,472,4.288
"9303","Química","Noturno","Somente em pública","Satisfeito",1.29,482,4.757
"9304","Química","Noturno","Somente em pública","Muito satisfeito",1.05,281,3.393
"9305","Computação","Noturno","Somente em pública","Muito satisfeito",1.04,275,3.033
"9306","Produção","Diurno","Maior parte em particular","Indiferente",1.52,484,4.377
"9307","Produção","Diurno","Somente em pública","Muito satisfeito",1.15,604,5.415
"9308","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.04,326,3.157
"9309","Computação","Diurno","Somente em pública","Muito satisfeito",1.93,494,4.724
"9310","Computação","Noturno","Somente em pública","Muito satisfeito",1.12,524,4.857
"9311","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.74,599,5.736
"9312","Mecânica","Integral","Somente em pública","Insatisfeito",3.11,647,5.431
"9313","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.07,326,3.582
"9314","Mecânica","Integral","Maior parte em particular","Indiferente",1.28,503,4.271
"9315","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.23,583,4.834
"9316","Computação","Noturno","Somente em pública","Muito satisfeito",1,365,3.799
"9317",NA,"Noturno","Somente em pública","Muito satisfeito",1.23,491,4.236
"9318","Química","Diurno","Somente em pública","Satisfeito",2.69,733,6.159
"9319","Química","Noturno","Somente em particular","Muito satisfeito",1.09,431,4.006
"9320","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.1,427,4.228
"9321","Produção","Integral","Maior parte em particular","Satisfeito",1.15,742,6.564
"9322","Produção","Integral","Somente em pública","Indiferente",3.76,802,6.05
"9323","Química","Noturno","Somente em pública","Muito satisfeito",1.18,595,5.652
"9324","Química","Integral","Somente em pública","Insatisfeito",2.35,623,5.581
"9325","Computação","Noturno","Somente em pública","Muito satisfeito",1.1,508,4.803
"9326","Química","Diurno","Somente em pública","Indiferente",2.22,610,5.54
"9327","Mecânica","Diurno","Somente em pública","Indiferente",2.11,514,4.939
"9328","Produção","Integral","Maior parte em pública","Insatisfeito",2.79,680,5.824
"9329","Mecânica","Diurno","Maior parte em pública","Insatisfeito",1.18,476,4.154
"9330","Química","Noturno","Somente em pública","Satisfeito",1.08,452,4.084
"9331","Química","Diurno","Somente em pública","Insatisfeito",1.22,559,5.602
"9332","Produção","Noturno","Somente em particular","Muito satisfeito",1.01,349,3.744
"9333","Química","Diurno","Somente em pública","Indiferente",1.45,394,3.651
"9334","Produção","Integral","Somente em pública","Indiferente",1.56,548,5.042
"9335","Produção","Diurno","Maior parte em particular","Indiferente",1.6,616,5.1
"9336","Elétrica","Noturno","Somente em pública","Muito satisfeito",1,269,2.824
"9337","Química","Diurno","Somente em pública","Satisfeito",2.22,589,5.296
"9338","Civil","Integral","Maior parte em particular","Insatisfeito",3.22,685,6.13
"9339","Produção","Diurno","Maior parte em particular","Satisfeito",1.04,583,5.258
"9340","Mecânica","Integral","Maior parte em pública","Insatisfeito",2.75,656,5.736
"9341","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.2,266,2.572
"9342","Química","Noturno","Somente em pública","Muito satisfeito",1.03,592,5.386
"9343","Produção","Integral","Maior parte em pública","Indiferente",1.25,542,4.685
"9344","Elétrica","Diurno","Somente em pública","Muito satisfeito",1.14,511,5.156
"9345","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",5.43,716,5.306
"9346","Química","Integral","Maior parte em particular","Insatisfeito",1.81,628,5.521
"9347","Computação","Noturno","Somente em particular","Muito satisfeito",1.03,283,3.35
"9348","Química","Integral","Maior parte em pública","Indiferente",1.87,466,4.587
"9349","Química","Diurno","Somente em pública","Satisfeito",1.3,440,4.173
"9350","Computação","Diurno","Somente em pública","Satisfeito",1.19,437,4.253
"9351","Elétrica","Noturno","Somente em pública","Muito satisfeito",1,131,2.535
"9352","Produção","Noturno","Somente em pública","Indiferente",1.48,395,3.565
"9353","Computação","Noturno","Somente em particular","Muito satisfeito",1.22,473,4.362
"9354","Química","Integral","Somente em pública","Indiferente",1.59,700,5.602
"9355","Computação","Integral","Maior parte em particular","Insatisfeito",2.28,571,5.072
"9356","Química","Integral","Maior parte em pública","Insatisfeito",2.98,653,5.981
"9357","Mecânica","Diurno","Somente em pública","Indiferente",1.83,607,5.141
"9358","Elétrica","Diurno","Somente em pública","Muito satisfeito",1.2,476,4.578
"9359","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.9,556,5.049
"9360","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.09,341,3.343
"9361","Civil","Diurno","Somente em pública","Satisfeito",1.55,539,5.313
"9362","Química","Diurno","Somente em pública","Insatisfeito",1.9,562,5.122
"9363","Computação","Noturno","Somente em pública","Muito satisfeito",1.08,392,4.068
"9364","Civil","Diurno","Somente em pública","Indiferente",2.04,352,3.796
"9365","Produção","Diurno","Somente em pública","Insatisfeito",1.91,706,5.866
"9366","Civil","Noturno","Somente em pública","Satisfeito",1.31,395,3.943
"9367","Produção","Integral","Somente em pública","Indiferente",2.4,578,5.269
"9368","Produção","Diurno","Somente em pública","Satisfeito",1.13,848,7.146
"9369","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",2.59,550,4.79
"9370","Química","Diurno","Somente em pública","Satisfeito",1.35,392,3.841
"9371","Produção","Diurno","Somente em pública","Indiferente",1.3,352,4.004
"9372","Química","Diurno","Somente em pública","Satisfeito",2.05,391,3.98
"9373","Mecânica","Diurno","Somente em pública","Satisfeito",1.31,470,4.128
"9374","Química","Diurno","Somente em pública","Muito satisfeito",2.52,538,5.016
"9375","Química","Noturno","Somente em pública","Muito satisfeito",1.36,404,4.033
"9376","Civil","Noturno","Somente em pública","Muito satisfeito",1.19,512,4.579
"9377","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.01,409,4.085
"9378","Produção","Diurno","Somente em pública","Indiferente",2.81,659,5.758
"9379","Produção","Diurno","Somente em pública","Indiferente",1.29,422,4.196
"9380","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",5.09,914,7.069
"9381","Mecânica","Integral","Somente em pública","Insatisfeito",2.08,374,3.869
"9382","Química","Diurno","Maior parte em particular","Satisfeito",1.14,335,3.416
"9383","Química","Diurno","Somente em pública","Satisfeito",2.98,721,5.801
"9384","Química","Noturno","Somente em particular","Muito satisfeito",1.02,460,4.402
"9385","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.24,799,6.448
"9386","Computação","Noturno","Somente em pública","Muito satisfeito",1.49,587,5.507
"9387","Civil","Noturno","Somente em pública","Muito satisfeito",1.02,248,3.206
"9388","Mecânica","Integral","Maior parte em pública","Insatisfeito",1.58,571,5.156
"9389","Computação","Noturno","Somente em particular","Muito satisfeito",1,376,3.822
"9390","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.04,419,3.815
"9391","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.81,683,5.729
"9392","Química","Diurno","Maior parte em particular","Insatisfeito",2.2,620,5.361
"9393","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.04,307,2.952
"9394","Computação","Noturno","Somente em pública","Muito satisfeito",1.09,434,3.77
"9395","Mecânica","Integral","Somente em pública","Indiferente",1.62,412,4.125
"9396","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",5.89,866,7.419
"9397","Computação","Noturno","Somente em pública","Muito satisfeito",1.3,224,2.863
"9398","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",3.54,790,6.453
"9399","Produção","Integral","Maior parte em particular","Insatisfeito",1.89,749,6.553
"9400","Química","Diurno","Somente em pública","Satisfeito",1.35,455,4.04
"9401","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,239,3.273
"9402","Produção","Diurno","Somente em pública","Muito satisfeito",1.19,404,4.104
"9403","Computação","Noturno","Somente em pública","Muito satisfeito",1.33,430,4.466
"9404","Química","Diurno","Somente em pública","Satisfeito",1.31,637,5.166
"9405","Química","Diurno","Maior parte em particular","Indiferente",1.47,586,5.363
"9406","Produção","Integral","Somente em pública",NA,1.68,662,5.611
"9407","Produção","Diurno","Somente em pública","Satisfeito",1.52,578,5.265
"9408","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,80,1.864
"9409","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.11,884,7.47
"9410","Química","Noturno","Somente em pública","Satisfeito",1.2,572,5.136
"9411","Produção","Noturno","Somente em pública","Muito satisfeito",1.35,344,3.357
"9412","Produção","Diurno","Somente em pública","Satisfeito",1.4,533,4.48
"9413","Civil","Noturno","Somente em pública","Muito satisfeito",1.05,350,4.17
"9414","Elétrica","Integral","Maior parte em pública","Insatisfeito",1.08,667,5.308
"9415","Produção","Integral","Somente em pública","Indiferente",2.23,671,5.58
"9416","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.19,271,3.155
"9417","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,454,4.38
"9418","Produção","Diurno","Somente em pública","Indiferente",1.43,482,4.409
"9419","Química","Diurno","Somente em pública","Indiferente",1.49,367,3.764
"9420","Computação","Diurno","Maior parte em particular","Indiferente",1.86,493,4.555
"9421","Produção","Integral","Maior parte em particular","Indiferente",2.09,604,5.328
"9422","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.02,395,3.787
"9423","Civil","Noturno","Somente em pública","Muito satisfeito",1.07,436,4.001
"9424","Química","Integral","Somente em pública","Indiferente",1.61,490,4.46
"9425","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.91,401,4.011
"9426","Civil","Diurno","Somente em pública","Muito satisfeito",1.24,446,4.068
"9427","Produção","Diurno","Maior parte em particular","Indiferente",1.55,502,4.731
"9428","Civil","Noturno","Somente em pública","Muito satisfeito",1.48,430,4.421
"9429","Civil","Diurno","Maior parte em particular","Satisfeito",1.19,541,5.106
"9430","Computação","Noturno","Somente em pública","Muito satisfeito",1.1,284,3.177
"9431","Elétrica","Noturno","Somente em pública","Satisfeito",1.61,620,5.681
"9432","Química","Diurno","Maior parte em particular","Indiferente",2.12,580,5.329
"9433","Mecânica","Integral","Somente em pública","Indiferente",3.2,425,4.1
"9434","Computação","Noturno","Somente em pública","Muito satisfeito",1.32,481,4.588
"9435","Elétrica","Noturno","Somente em particular","Muito satisfeito",4.28,337,3.336
"9436","Química","Noturno","Somente em pública","Satisfeito",1.32,577,5.101
"9437","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.07,737,6.024
"9438","Química","Diurno","Maior parte em particular","Satisfeito",1.13,511,4.004
"9439","Mecânica","Integral","Maior parte em particular","Muito insatisfeito",3.09,611,5.058
"9440","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.71,686,5.667
"9441","Elétrica","Noturno","Somente em pública","Muito satisfeito",1,302,3.519
"9442","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.84,578,5.167
"9443","Produção","Integral","Maior parte em pública","Muito insatisfeito",3.47,644,5.905
"9444","Química","Integral","Somente em pública","Indiferente",2.48,493,5.105
"9445","Civil","Integral","Maior parte em pública","Insatisfeito",2.92,551,4.934
"9446","Produção","Integral","Maior parte em particular","Insatisfeito",1.67,325,3.573
"9447","Computação","Noturno","Somente em particular","Muito satisfeito",1.03,350,3.494
"9448","Produção","Diurno","Maior parte em particular","Satisfeito",1.04,488,4.263
"9449","Produção","Diurno","Maior parte em pública","Indiferente",1.07,422,4.541
"9450","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",3.15,643,5.374
"9451","Civil","Noturno","Somente em particular","Muito satisfeito",1.12,289,3.138
"9452","Mecânica","Integral","Somente em pública","Insatisfeito",3.11,808,6.553
"9453","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",1.78,715,6.394
"9454","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,65,1.812
"9455","Computação","Noturno","Somente em particular","Muito satisfeito",1.02,427,4.587
"9456","Química","Noturno","Somente em pública","Satisfeito",1.25,434,4.266
"9457","Produção","Noturno","Somente em pública","Satisfeito",1.23,652,5.679
"9458","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",4.36,697,6.078
"9459","Civil","Noturno","Somente em pública","Muito satisfeito",1.15,469,3.938
"9460","Química","Noturno","Somente em pública","Satisfeito",1.1,296,3.593
"9461","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.01,340,3.743
"9462","Química","Diurno","Somente em pública","Satisfeito",NA,397,4.447
"9463","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.79,592,5.254
"9464","Produção","Integral","Maior parte em particular","Insatisfeito",2.54,626,5.272
"9465","Computação","Diurno","Somente em pública","Satisfeito",1.86,560,5.087
"9466","Química","Noturno","Somente em pública","Muito satisfeito",1.07,218,2.37
"9467","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",7.18,676,5.927
"9468","Química","Integral","Maior parte em particular","Insatisfeito",2,512,4.422
"9469","Civil","Noturno","Somente em pública","Satisfeito",1.13,410,4.075
"9470","Produção","Diurno","Maior parte em particular","Indiferente",1.45,418,3.958
"9471","Produção","Noturno","Somente em particular","Satisfeito",2.03,538,4.512
"9472","Computação","Noturno","Somente em pública","Satisfeito",1.27,400,3.802
"9473","Mecânica","Integral","Somente em pública","Indiferente",2.6,475,4.663
"9474","Computação","Diurno","Somente em pública","Satisfeito",1.18,340,3.745
"9475","Mecânica","Diurno","Somente em pública","Satisfeito",1.33,532,5.033
"9476","Química","Integral","Maior parte em pública","Insatisfeito",1.96,577,5.152
"9477","Química","Diurno","Somente em pública","Indiferente",3.59,655,5.525
"9478","Produção","Noturno","Somente em pública","Indiferente",1.83,575,4.791
"9479","Química","Integral","Somente em pública","Satisfeito",8.72,676,6.195
"9480","Produção","Integral","Somente em pública","Insatisfeito",1.71,487,4.325
"9481","Química","Integral","Maior parte em pública","Muito insatisfeito",3.26,707,5.86
"9482","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.04,517,4.618
"9483","Produção","Diurno","Somente em pública","Satisfeito",1.35,281,3.102
"9484","Química","Diurno","Somente em pública","Indiferente",2.52,673,5.699
"9485","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,319,3.704
"9486","Mecânica","Integral","Maior parte em pública","Insatisfeito",2.01,494,4.762
"9487","Computação","Noturno","Somente em particular","Muito satisfeito",1.23,397,3.834
"9488","Produção","Integral","Somente em pública","Indiferente",2.18,665,5.737
"9489","Produção","Diurno","Somente em pública","Satisfeito",1.07,395,3.922
"9490","Química","Diurno","Maior parte em particular","Satisfeito",1.26,752,6.117
"9491","Computação","Noturno","Somente em pública","Satisfeito",1.25,431,4.076
"9492","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.03,346,3.83
"9493","Mecânica","Integral","Somente em pública","Indiferente",1.68,463,4.366
"9494","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",5.03,937,7.874
"9495","Computação","Diurno","Somente em pública","Muito satisfeito",1.19,475,4.543
"9496","Computação","Noturno","Somente em particular","Muito satisfeito",1,235,3.031
"9497","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",1.4,613,5.231
"9498","Produção","Integral","Maior parte em particular","Indiferente",1.61,628,5.547
"9499","Produção","Integral","Maior parte em pública","Insatisfeito",2.25,632,5.655
"9500","Produção","Diurno","Somente em pública","Satisfeito",1.3,571,5.268
"9501","Produção","Noturno","Somente em pública","Muito satisfeito",1.06,305,3.739
"9502","Computação","Noturno","Somente em pública","Muito satisfeito",1.58,503,4.491
"9503","Química","Diurno","Somente em pública","Satisfeito",1.74,412,4.116
"9504","Química","Integral","Maior parte em particular","Indiferente",1.69,548,4.999
"9505","Produção","Integral","Somente em pública","Indiferente",2.09,709,6.147
"9506","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",9.4,1015,7.712
"9507","Elétrica","Noturno","Somente em particular","Muito satisfeito",1.26,341,3.902
"9508","Mecânica","Integral","Maior parte em particular","Insatisfeito",1.55,488,4.533
"9509","Elétrica","Noturno","Somente em pública","Muito satisfeito",1,320,3.471
"9510","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.15,361,3.315
"9511","Produção","Noturno","Somente em pública","Indiferente",2.52,502,5.086
"9512","Produção","Integral","Somente em pública","Indiferente",2.12,848,6.638
"9513","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.21,658,5.668
"9514","Química","Diurno","Maior parte em particular","Indiferente",1.09,611,5.147
"9515","Produção","Noturno","Somente em pública","Muito satisfeito",1.18,334,3.876
"9516","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.28,469,4.602
"9517","Civil","Noturno","Somente em pública","Muito satisfeito",1.57,583,5.49
"9518","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.15,335,3.401
"9519","Elétrica",NA,"Somente em particular","Muito satisfeito",1.8,682,5.891
"9520","Elétrica","Noturno","Somente em particular","Muito satisfeito",1,362,3.509
"9521","Civil","Noturno","Somente em pública","Muito satisfeito",2.42,578,5.062
"9522","Mecânica","Diurno","Somente em pública","Indiferente",1.23,686,5.677
"9523","Civil","Diurno","Somente em pública","Satisfeito",2.07,562,4.913
"9524","Produção","Noturno","Somente em pública","Muito satisfeito",1.12,458,4.314
"9525","Produção","Diurno","Somente em pública","Satisfeito",1.53,544,5.016
"9526","Química","Integral","Maior parte em particular","Insatisfeito",4.5,572,5.152
"9527","Civil","Integral","Maior parte em particular","Insatisfeito",4.9,571,5.149
"9528","Produção","Integral","Maior parte em particular","Muito insatisfeito",4.13,739,6.484
"9529","Civil","Noturno","Somente em pública","Muito satisfeito",1.19,322,3.412
"9530","Química","Integral","Maior parte em pública","Insatisfeito",2.34,623,5.777
"9531","Computação","Noturno","Somente em pública","Satisfeito",2,547,5.086
"9532","Elétrica","Noturno","Somente em pública","Muito satisfeito",1.02,304,3.029
"9533","Química","Diurno","Somente em pública","Satisfeito",1.31,487,4.487
"9534","Computação","Integral","Somente em pública","Indiferente",1.91,827,6.71
"9535","Mecânica","Integral","Maior parte em pública","Muito insatisfeito",2.45,685,5.803
"9536","Computação","Noturno","Somente em pública","Muito satisfeito",1.29,446,3.97
"9537","Química","Noturno","Somente em pública","Muito satisfeito",1.05,629,5.4
"9538","Produção","Integral","Maior parte em particular","Insatisfeito",4.52,539,5.044
"9539","Química","Integral","Somente em pública","Satisfeito",1.31,593,5.366
"9540","Produção","Integral","Somente em pública","Insatisfeito",1.93,665,5.868
"9541","Química","Noturno","Maior parte em particular","Satisfeito",1.09,272,3.118
"9542","Computação","Noturno","Somente em pública","Muito satisfeito",1.01,260,3.043
